generation,n_edges,phi,n_single_arity,n_double_arity,n_inputs,solver,environment,seed
1199,5,68.49999999999999,1,2,2,cgp,miniant,103
599,5,68.49999999999999,1,2,2,cgp,miniant,103
1899,5,68.49999999999999,1,2,2,cgp,miniant,103
899,5,68.49999999999999,1,2,2,cgp,miniant,103
1799,5,68.49999999999999,1,2,2,cgp,miniant,103
1699,5,68.49999999999999,1,2,2,cgp,miniant,103
999,5,68.49999999999999,1,2,2,cgp,miniant,103
199,5,68.49999999999999,1,2,2,cgp,miniant,103
1499,5,68.49999999999999,1,2,2,cgp,miniant,103
1399,5,68.49999999999999,1,2,2,cgp,miniant,103
799,5,68.49999999999999,1,2,2,cgp,miniant,103
99,5,68.49999999999999,1,2,2,cgp,miniant,103
1599,5,68.49999999999999,1,2,2,cgp,miniant,103
1099,5,68.49999999999999,1,2,2,cgp,miniant,103
2499,5,68.49999999999999,1,2,2,cgp,miniant,103
1999,5,68.49999999999999,1,2,2,cgp,miniant,103
399,5,68.49999999999999,1,2,2,cgp,miniant,103
1299,5,68.49999999999999,1,2,2,cgp,miniant,103
2099,5,68.49999999999999,1,2,2,cgp,miniant,103
2199,5,68.49999999999999,1,2,2,cgp,miniant,103
2299,5,68.49999999999999,1,2,2,cgp,miniant,103
299,5,68.49999999999999,1,2,2,cgp,miniant,103
2399,5,68.49999999999999,1,2,2,cgp,miniant,103
699,5,68.49999999999999,1,2,2,cgp,miniant,103
499,5,68.49999999999999,1,2,2,cgp,miniant,103
699,20,39.29999999999999,5,7,4,cgp,miniant,103
2299,20,39.29999999999999,5,7,4,cgp,miniant,103
1599,20,39.29999999999999,5,7,4,cgp,miniant,103
899,20,39.29999999999999,5,7,4,cgp,miniant,103
2199,20,39.29999999999999,5,7,4,cgp,miniant,103
1699,20,39.29999999999999,5,7,4,cgp,miniant,103
2399,20,39.29999999999999,5,7,4,cgp,miniant,103
1899,20,39.29999999999999,5,7,4,cgp,miniant,103
299,20,39.29999999999999,5,7,4,cgp,miniant,103
2099,20,39.29999999999999,5,7,4,cgp,miniant,103
999,20,39.29999999999999,5,7,4,cgp,miniant,103
199,20,39.29999999999999,5,7,4,cgp,miniant,103
799,20,39.29999999999999,5,7,4,cgp,miniant,103
1799,20,39.29999999999999,5,7,4,cgp,miniant,103
1299,20,39.29999999999999,5,7,4,cgp,miniant,103
1399,20,39.29999999999999,5,7,4,cgp,miniant,103
499,20,39.29999999999999,5,7,4,cgp,miniant,103
2499,20,39.29999999999999,5,7,4,cgp,miniant,103
1999,20,39.29999999999999,5,7,4,cgp,miniant,103
99,20,39.29999999999999,5,7,4,cgp,miniant,103
1199,20,39.29999999999999,5,7,4,cgp,miniant,103
399,20,39.29999999999999,5,7,4,cgp,miniant,103
599,20,39.29999999999999,5,7,4,cgp,miniant,103
1499,20,39.29999999999999,5,7,4,cgp,miniant,103
1099,20,39.29999999999999,5,7,4,cgp,miniant,103
2299,6,68.29999999999998,1,2,3,cgp,miniant,103
999,6,68.29999999999998,1,2,3,cgp,miniant,103
599,6,68.29999999999998,1,2,3,cgp,miniant,103
1299,6,68.29999999999998,1,2,3,cgp,miniant,103
499,6,68.29999999999998,1,2,3,cgp,miniant,103
1999,6,68.29999999999998,1,2,3,cgp,miniant,103
1399,6,68.29999999999998,1,2,3,cgp,miniant,103
799,6,68.29999999999998,1,2,3,cgp,miniant,103
99,6,68.29999999999998,1,2,3,cgp,miniant,103
199,6,68.29999999999998,1,2,3,cgp,miniant,103
2499,6,68.29999999999998,1,2,3,cgp,miniant,103
1599,6,68.29999999999998,1,2,3,cgp,miniant,103
2199,6,68.29999999999998,1,2,3,cgp,miniant,103
2399,6,68.29999999999998,1,2,3,cgp,miniant,103
1199,6,68.29999999999998,1,2,3,cgp,miniant,103
2099,6,68.29999999999998,1,2,3,cgp,miniant,103
1099,6,68.29999999999998,1,2,3,cgp,miniant,103
1699,6,68.29999999999998,1,2,3,cgp,miniant,103
1899,6,68.29999999999998,1,2,3,cgp,miniant,103
399,6,68.29999999999998,1,2,3,cgp,miniant,103
1499,6,68.29999999999998,1,2,3,cgp,miniant,103
699,6,68.29999999999998,1,2,3,cgp,miniant,103
1799,6,68.29999999999998,1,2,3,cgp,miniant,103
899,6,68.29999999999998,1,2,3,cgp,miniant,103
299,6,68.29999999999998,1,2,3,cgp,miniant,103
899,4,53.1,3,0,1,cgp,miniant,103
499,4,53.1,3,0,1,cgp,miniant,103
2499,4,53.1,3,0,1,cgp,miniant,103
1699,4,53.1,3,0,1,cgp,miniant,103
1399,4,53.1,3,0,1,cgp,miniant,103
199,4,53.1,3,0,1,cgp,miniant,103
1599,4,53.1,3,0,1,cgp,miniant,103
999,4,53.1,3,0,1,cgp,miniant,103
799,4,53.1,3,0,1,cgp,miniant,103
2199,4,53.1,3,0,1,cgp,miniant,103
1499,4,53.1,3,0,1,cgp,miniant,103
2399,4,53.1,3,0,1,cgp,miniant,103
299,4,53.1,3,0,1,cgp,miniant,103
399,4,53.1,3,0,1,cgp,miniant,103
99,4,53.1,3,0,1,cgp,miniant,103
1899,4,53.1,3,0,1,cgp,miniant,103
699,4,53.1,3,0,1,cgp,miniant,103
599,4,53.1,3,0,1,cgp,miniant,103
1299,4,53.1,3,0,1,cgp,miniant,103
1099,4,53.1,3,0,1,cgp,miniant,103
2099,4,53.1,3,0,1,cgp,miniant,103
2299,4,53.1,3,0,1,cgp,miniant,103
1199,4,53.1,3,0,1,cgp,miniant,103
1999,4,53.1,3,0,1,cgp,miniant,103
1799,4,53.1,3,0,1,cgp,miniant,103
1599,7,43.4,4,1,2,cgp,miniant,103
799,7,43.4,4,1,2,cgp,miniant,103
1699,7,43.4,4,1,2,cgp,miniant,103
699,7,43.4,4,1,2,cgp,miniant,103
2499,7,43.4,4,1,2,cgp,miniant,103
1499,7,43.4,4,1,2,cgp,miniant,103
199,7,43.4,4,1,2,cgp,miniant,103
99,7,43.4,4,1,2,cgp,miniant,103
2199,7,43.4,4,1,2,cgp,miniant,103
399,7,43.4,4,1,2,cgp,miniant,103
1399,7,43.4,4,1,2,cgp,miniant,103
1199,7,43.4,4,1,2,cgp,miniant,103
1899,7,43.4,4,1,2,cgp,miniant,103
1099,7,43.4,4,1,2,cgp,miniant,103
1999,7,43.4,4,1,2,cgp,miniant,103
2099,7,43.4,4,1,2,cgp,miniant,103
599,7,43.4,4,1,2,cgp,miniant,103
1799,7,43.4,4,1,2,cgp,miniant,103
999,7,43.4,4,1,2,cgp,miniant,103
2399,7,43.4,4,1,2,cgp,miniant,103
2299,7,43.4,4,1,2,cgp,miniant,103
899,7,43.4,4,1,2,cgp,miniant,103
499,7,43.4,4,1,2,cgp,miniant,103
299,7,43.4,4,1,2,cgp,miniant,103
1299,7,43.4,4,1,2,cgp,miniant,103
399,6,51.99999999999999,3,1,2,cgp,miniant,103
1999,6,51.99999999999999,3,1,2,cgp,miniant,103
899,6,51.99999999999999,3,1,2,cgp,miniant,103
299,6,51.99999999999999,3,1,2,cgp,miniant,103
1899,6,51.99999999999999,3,1,2,cgp,miniant,103
99,6,51.99999999999999,3,1,2,cgp,miniant,103
1199,6,51.99999999999999,3,1,2,cgp,miniant,103
599,6,51.99999999999999,3,1,2,cgp,miniant,103
1699,6,51.99999999999999,3,1,2,cgp,miniant,103
499,6,51.99999999999999,3,1,2,cgp,miniant,103
2499,6,51.99999999999999,3,1,2,cgp,miniant,103
1299,6,51.99999999999999,3,1,2,cgp,miniant,103
2299,6,51.99999999999999,3,1,2,cgp,miniant,103
2199,6,51.99999999999999,3,1,2,cgp,miniant,103
699,6,51.99999999999999,3,1,2,cgp,miniant,103
1099,6,51.99999999999999,3,1,2,cgp,miniant,103
1599,6,51.99999999999999,3,1,2,cgp,miniant,103
999,6,51.99999999999999,3,1,2,cgp,miniant,103
2099,6,51.99999999999999,3,1,2,cgp,miniant,103
199,6,51.99999999999999,3,1,2,cgp,miniant,103
799,6,51.99999999999999,3,1,2,cgp,miniant,103
2399,6,51.99999999999999,3,1,2,cgp,miniant,103
1799,6,51.99999999999999,3,1,2,cgp,miniant,103
1399,6,51.99999999999999,3,1,2,cgp,miniant,103
1499,6,51.99999999999999,3,1,2,cgp,miniant,103
999,3,61.7,2,0,1,cgp,miniant,103
1599,3,61.7,2,0,1,cgp,miniant,103
199,3,61.7,2,0,1,cgp,miniant,103
799,3,61.7,2,0,1,cgp,miniant,103
1899,3,61.7,2,0,1,cgp,miniant,103
2199,3,61.7,2,0,1,cgp,miniant,103
2299,3,61.7,2,0,1,cgp,miniant,103
1499,3,61.7,2,0,1,cgp,miniant,103
99,3,61.7,2,0,1,cgp,miniant,103
299,3,61.7,2,0,1,cgp,miniant,103
1699,3,61.7,2,0,1,cgp,miniant,103
1299,3,61.7,2,0,1,cgp,miniant,103
399,3,61.7,2,0,1,cgp,miniant,103
2099,3,61.7,2,0,1,cgp,miniant,103
599,3,61.7,2,0,1,cgp,miniant,103
899,3,61.7,2,0,1,cgp,miniant,103
1799,3,61.7,2,0,1,cgp,miniant,103
1999,3,61.7,2,0,1,cgp,miniant,103
499,3,61.7,2,0,1,cgp,miniant,103
2499,3,61.7,2,0,1,cgp,miniant,103
1099,3,61.7,2,0,1,cgp,miniant,103
699,3,61.7,2,0,1,cgp,miniant,103
1199,3,61.7,2,0,1,cgp,miniant,103
2399,3,61.7,2,0,1,cgp,miniant,103
1399,3,61.7,2,0,1,cgp,miniant,103
1799,6,68.49999999999999,1,2,2,cgp,miniant,103
2499,6,68.49999999999999,1,2,2,cgp,miniant,103
1499,6,68.49999999999999,1,2,2,cgp,miniant,103
2399,6,68.49999999999999,1,2,2,cgp,miniant,103
1999,6,68.49999999999999,1,2,2,cgp,miniant,103
2199,6,68.49999999999999,1,2,2,cgp,miniant,103
799,6,68.49999999999999,1,2,2,cgp,miniant,103
399,6,68.49999999999999,1,2,2,cgp,miniant,103
1199,6,68.49999999999999,1,2,2,cgp,miniant,103
1399,6,68.49999999999999,1,2,2,cgp,miniant,103
299,6,68.49999999999999,1,2,2,cgp,miniant,103
499,6,68.49999999999999,1,2,2,cgp,miniant,103
1099,6,68.49999999999999,1,2,2,cgp,miniant,103
599,6,68.49999999999999,1,2,2,cgp,miniant,103
1299,6,68.49999999999999,1,2,2,cgp,miniant,103
1599,6,68.49999999999999,1,2,2,cgp,miniant,103
899,6,68.49999999999999,1,2,2,cgp,miniant,103
999,6,68.49999999999999,1,2,2,cgp,miniant,103
1699,6,68.49999999999999,1,2,2,cgp,miniant,103
1899,6,68.49999999999999,1,2,2,cgp,miniant,103
99,6,68.49999999999999,1,2,2,cgp,miniant,103
699,6,68.49999999999999,1,2,2,cgp,miniant,103
199,6,68.49999999999999,1,2,2,cgp,miniant,103
2299,6,68.49999999999999,1,2,2,cgp,miniant,103
2099,6,68.49999999999999,1,2,2,cgp,miniant,103
899,16,47.69999999999999,3,6,5,cgp,miniant,103
1899,16,47.69999999999999,3,6,5,cgp,miniant,103
1599,16,47.69999999999999,3,6,5,cgp,miniant,103
2299,16,47.69999999999999,3,6,5,cgp,miniant,103
2499,16,47.69999999999999,3,6,5,cgp,miniant,103
799,16,47.69999999999999,3,6,5,cgp,miniant,103
99,16,47.69999999999999,3,6,5,cgp,miniant,103
1499,16,47.69999999999999,3,6,5,cgp,miniant,103
299,16,47.69999999999999,3,6,5,cgp,miniant,103
1199,16,47.69999999999999,3,6,5,cgp,miniant,103
2199,16,47.69999999999999,3,6,5,cgp,miniant,103
1799,16,47.69999999999999,3,6,5,cgp,miniant,103
1299,16,47.69999999999999,3,6,5,cgp,miniant,103
1699,16,47.69999999999999,3,6,5,cgp,miniant,103
1099,16,47.69999999999999,3,6,5,cgp,miniant,103
999,16,47.69999999999999,3,6,5,cgp,miniant,103
2399,16,47.69999999999999,3,6,5,cgp,miniant,103
2099,16,47.69999999999999,3,6,5,cgp,miniant,103
1399,16,47.69999999999999,3,6,5,cgp,miniant,103
699,16,47.69999999999999,3,6,5,cgp,miniant,103
599,16,47.69999999999999,3,6,5,cgp,miniant,103
199,16,47.69999999999999,3,6,5,cgp,miniant,103
399,16,47.69999999999999,3,6,5,cgp,miniant,103
1999,16,47.69999999999999,3,6,5,cgp,miniant,103
499,16,47.69999999999999,3,6,5,cgp,miniant,103
2199,10,54.49999999999999,2,4,4,cgp,miniant,103
499,10,54.49999999999999,2,4,4,cgp,miniant,103
599,10,54.49999999999999,2,4,4,cgp,miniant,103
2099,10,54.49999999999999,2,4,4,cgp,miniant,103
1299,10,54.49999999999999,2,4,4,cgp,miniant,103
2499,10,54.49999999999999,2,4,4,cgp,miniant,103
1599,10,54.49999999999999,2,4,4,cgp,miniant,103
1399,10,54.49999999999999,2,4,4,cgp,miniant,103
199,10,54.49999999999999,2,4,4,cgp,miniant,103
799,10,54.49999999999999,2,4,4,cgp,miniant,103
899,10,54.49999999999999,2,4,4,cgp,miniant,103
299,10,54.49999999999999,2,4,4,cgp,miniant,103
1999,10,54.49999999999999,2,4,4,cgp,miniant,103
1899,10,54.49999999999999,2,4,4,cgp,miniant,103
1799,10,54.49999999999999,2,4,4,cgp,miniant,103
2299,10,54.49999999999999,2,4,4,cgp,miniant,103
1699,10,54.49999999999999,2,4,4,cgp,miniant,103
1199,10,54.49999999999999,2,4,4,cgp,miniant,103
1099,10,54.49999999999999,2,4,4,cgp,miniant,103
2399,10,54.49999999999999,2,4,4,cgp,miniant,103
999,10,54.49999999999999,2,4,4,cgp,miniant,103
1499,10,54.49999999999999,2,4,4,cgp,miniant,103
99,10,54.49999999999999,2,4,4,cgp,miniant,103
399,10,54.49999999999999,2,4,4,cgp,miniant,103
699,10,54.49999999999999,2,4,4,cgp,miniant,103
1199,4,56.49999999999999,2,2,1,cgp,miniant,103
599,4,56.49999999999999,2,2,1,cgp,miniant,103
899,4,56.49999999999999,2,2,1,cgp,miniant,103
999,4,56.49999999999999,2,2,1,cgp,miniant,103
199,4,56.49999999999999,2,2,1,cgp,miniant,103
1499,4,56.49999999999999,2,2,1,cgp,miniant,103
1399,4,56.49999999999999,2,2,1,cgp,miniant,103
799,4,56.49999999999999,2,2,1,cgp,miniant,103
99,4,56.49999999999999,2,2,1,cgp,miniant,103
1099,4,56.49999999999999,2,2,1,cgp,miniant,103
399,4,56.49999999999999,2,2,1,cgp,miniant,103
1299,4,56.49999999999999,2,2,1,cgp,miniant,103
299,4,56.49999999999999,2,2,1,cgp,miniant,103
699,4,56.49999999999999,2,2,1,cgp,miniant,103
499,4,56.49999999999999,2,2,1,cgp,miniant,103
699,3,61.7,2,1,0,cgp,miniant,103
899,3,61.7,2,1,0,cgp,miniant,103
299,3,61.7,2,1,0,cgp,miniant,103
999,3,61.7,2,1,0,cgp,miniant,103
199,3,61.7,2,1,0,cgp,miniant,103
799,3,61.7,2,1,0,cgp,miniant,103
1299,3,61.7,2,1,0,cgp,miniant,103
1399,3,61.7,2,1,0,cgp,miniant,103
499,3,61.7,2,1,0,cgp,miniant,103
99,3,61.7,2,1,0,cgp,miniant,103
1199,3,61.7,2,1,0,cgp,miniant,103
399,3,61.7,2,1,0,cgp,miniant,103
599,3,61.7,2,1,0,cgp,miniant,103
1499,3,61.7,2,1,0,cgp,miniant,103
1099,3,61.7,2,1,0,cgp,miniant,103
999,6,51.8,3,2,1,cgp,miniant,103
599,6,51.8,3,2,1,cgp,miniant,103
1299,6,51.8,3,2,1,cgp,miniant,103
499,6,51.8,3,2,1,cgp,miniant,103
1399,6,51.8,3,2,1,cgp,miniant,103
799,6,51.8,3,2,1,cgp,miniant,103
99,6,51.8,3,2,1,cgp,miniant,103
199,6,51.8,3,2,1,cgp,miniant,103
1199,6,51.8,3,2,1,cgp,miniant,103
1099,6,51.8,3,2,1,cgp,miniant,103
399,6,51.8,3,2,1,cgp,miniant,103
1499,6,51.8,3,2,1,cgp,miniant,103
699,6,51.8,3,2,1,cgp,miniant,103
899,6,51.8,3,2,1,cgp,miniant,103
299,6,51.8,3,2,1,cgp,miniant,103
899,4,69.39999999999999,1,1,1,cgp,miniant,103
499,4,69.39999999999999,1,1,1,cgp,miniant,103
1399,4,69.39999999999999,1,1,1,cgp,miniant,103
199,4,69.39999999999999,1,1,1,cgp,miniant,103
999,4,69.39999999999999,1,1,1,cgp,miniant,103
799,4,69.39999999999999,1,1,1,cgp,miniant,103
1499,4,69.39999999999999,1,1,1,cgp,miniant,103
299,4,69.39999999999999,1,1,1,cgp,miniant,103
399,4,69.39999999999999,1,1,1,cgp,miniant,103
99,4,69.39999999999999,1,1,1,cgp,miniant,103
699,4,69.39999999999999,1,1,1,cgp,miniant,103
599,4,69.39999999999999,1,1,1,cgp,miniant,103
1299,4,69.39999999999999,1,1,1,cgp,miniant,103
1099,4,69.39999999999999,1,1,1,cgp,miniant,103
1199,4,69.39999999999999,1,1,1,cgp,miniant,103
799,8,67.6,1,4,2,cgp,miniant,103
699,8,67.6,1,4,2,cgp,miniant,103
1499,8,67.6,1,4,2,cgp,miniant,103
199,8,67.6,1,4,2,cgp,miniant,103
99,8,67.6,1,4,2,cgp,miniant,103
399,8,67.6,1,4,2,cgp,miniant,103
1399,8,67.6,1,4,2,cgp,miniant,103
1199,8,67.6,1,4,2,cgp,miniant,103
1099,8,67.6,1,4,2,cgp,miniant,103
599,8,67.6,1,4,2,cgp,miniant,103
999,8,67.6,1,4,2,cgp,miniant,103
899,8,67.6,1,4,2,cgp,miniant,103
499,8,67.6,1,4,2,cgp,miniant,103
299,8,67.6,1,4,2,cgp,miniant,103
1299,8,67.6,1,4,2,cgp,miniant,103
399,3,61.7,2,0,1,cgp,miniant,103
899,3,61.7,2,0,1,cgp,miniant,103
299,3,61.7,2,0,1,cgp,miniant,103
99,3,61.7,2,0,1,cgp,miniant,103
1199,3,61.7,2,0,1,cgp,miniant,103
599,3,61.7,2,0,1,cgp,miniant,103
499,3,61.7,2,0,1,cgp,miniant,103
1299,3,61.7,2,0,1,cgp,miniant,103
699,3,61.7,2,0,1,cgp,miniant,103
1099,3,61.7,2,0,1,cgp,miniant,103
999,3,61.7,2,0,1,cgp,miniant,103
199,3,61.7,2,0,1,cgp,miniant,103
799,3,61.7,2,0,1,cgp,miniant,103
1399,3,61.7,2,0,1,cgp,miniant,103
1499,3,61.7,2,0,1,cgp,miniant,103
999,6,51.99999999999999,3,1,2,cgp,miniant,103
199,6,51.99999999999999,3,1,2,cgp,miniant,103
799,6,51.99999999999999,3,1,2,cgp,miniant,103
1499,6,51.99999999999999,3,1,2,cgp,miniant,103
99,6,51.99999999999999,3,1,2,cgp,miniant,103
299,6,51.99999999999999,3,1,2,cgp,miniant,103
1299,6,51.99999999999999,3,1,2,cgp,miniant,103
399,6,51.99999999999999,3,1,2,cgp,miniant,103
599,6,51.99999999999999,3,1,2,cgp,miniant,103
899,6,51.99999999999999,3,1,2,cgp,miniant,103
499,6,51.99999999999999,3,1,2,cgp,miniant,103
1099,6,51.99999999999999,3,1,2,cgp,miniant,103
699,6,51.99999999999999,3,1,2,cgp,miniant,103
1199,6,51.99999999999999,3,1,2,cgp,miniant,103
1399,6,51.99999999999999,3,1,2,cgp,miniant,103
1499,11,41.8,4,4,2,cgp,miniant,103
799,11,41.8,4,4,2,cgp,miniant,103
399,11,41.8,4,4,2,cgp,miniant,103
1199,11,41.8,4,4,2,cgp,miniant,103
1399,11,41.8,4,4,2,cgp,miniant,103
299,11,41.8,4,4,2,cgp,miniant,103
499,11,41.8,4,4,2,cgp,miniant,103
1099,11,41.8,4,4,2,cgp,miniant,103
599,11,41.8,4,4,2,cgp,miniant,103
1299,11,41.8,4,4,2,cgp,miniant,103
899,11,41.8,4,4,2,cgp,miniant,103
999,11,41.8,4,4,2,cgp,miniant,103
99,11,41.8,4,4,2,cgp,miniant,103
699,11,41.8,4,4,2,cgp,miniant,103
199,11,41.8,4,4,2,cgp,miniant,103
899,5,60.8,2,2,2,cgp,miniant,103
799,5,60.8,2,2,2,cgp,miniant,103
99,5,60.8,2,2,2,cgp,miniant,103
1499,5,60.8,2,2,2,cgp,miniant,103
299,5,60.8,2,2,2,cgp,miniant,103
1199,5,60.8,2,2,2,cgp,miniant,103
1299,5,60.8,2,2,2,cgp,miniant,103
1099,5,60.8,2,2,2,cgp,miniant,103
999,5,60.8,2,2,2,cgp,miniant,103
1399,5,60.8,2,2,2,cgp,miniant,103
699,5,60.8,2,2,2,cgp,miniant,103
599,5,60.8,2,2,2,cgp,miniant,103
199,5,60.8,2,2,2,cgp,miniant,103
399,5,60.8,2,2,2,cgp,miniant,103
499,5,60.8,2,2,2,cgp,miniant,103
499,6,56.49999999999999,3,2,2,cgp,miniant,103
599,6,56.49999999999999,3,2,2,cgp,miniant,103
1299,6,56.49999999999999,3,2,2,cgp,miniant,103
1399,6,56.49999999999999,3,2,2,cgp,miniant,103
199,6,56.49999999999999,3,2,2,cgp,miniant,103
799,6,56.49999999999999,3,2,2,cgp,miniant,103
899,6,56.49999999999999,3,2,2,cgp,miniant,103
299,6,56.49999999999999,3,2,2,cgp,miniant,103
1199,6,56.49999999999999,3,2,2,cgp,miniant,103
1099,6,56.49999999999999,3,2,2,cgp,miniant,103
999,6,56.49999999999999,3,2,2,cgp,miniant,103
1499,6,56.49999999999999,3,2,2,cgp,miniant,103
99,6,56.49999999999999,3,2,2,cgp,miniant,103
399,6,56.49999999999999,3,2,2,cgp,miniant,103
699,6,56.49999999999999,3,2,2,cgp,miniant,103
1199,10,66.49999999999999,1,4,2,cgp,miniant,103
599,10,66.49999999999999,1,4,2,cgp,miniant,103
1899,13,73.5,0,6,3,cgp,miniant,103
899,10,66.49999999999999,1,4,2,cgp,miniant,103
1799,13,73.5,0,6,3,cgp,miniant,103
1699,13,72.6,0,6,3,cgp,miniant,103
999,10,66.49999999999999,1,4,2,cgp,miniant,103
199,1,78.89999999999999,0,0,1,cgp,miniant,103
1499,14,63.79999999999998,1,6,3,cgp,miniant,103
1399,10,66.49999999999999,1,4,2,cgp,miniant,103
799,10,66.49999999999999,1,4,2,cgp,miniant,103
99,1,78.89999999999999,0,0,1,cgp,miniant,103
1599,13,72.6,0,6,3,cgp,miniant,103
1099,10,66.49999999999999,1,4,2,cgp,miniant,103
2499,14,63.79999999999998,1,6,3,cgp,miniant,103
1999,13,73.5,0,6,3,cgp,miniant,103
399,10,66.49999999999999,1,4,2,cgp,miniant,103
1299,10,66.49999999999999,1,4,2,cgp,miniant,103
2099,13,73.5,0,6,3,cgp,miniant,103
2199,13,72.6,0,6,3,cgp,miniant,103
2299,13,72.6,0,6,3,cgp,miniant,103
299,7,76.19999999999999,0,3,2,cgp,miniant,103
2399,13,72.6,0,6,3,cgp,miniant,103
699,10,66.49999999999999,1,4,2,cgp,miniant,103
499,10,66.49999999999999,1,4,2,cgp,miniant,103
699,5,77.1,0,2,3,cgp,miniant,103
2299,14,48.6,3,5,4,cgp,miniant,103
1599,9,59.0,2,3,4,cgp,miniant,103
899,5,77.1,0,2,3,cgp,miniant,103
2199,13,48.6,3,5,4,cgp,miniant,103
1699,9,59.0,2,3,4,cgp,miniant,103
2399,13,48.6,3,5,4,cgp,miniant,103
1899,12,49.49999999999999,3,4,4,cgp,miniant,103
299,9,75.3,0,4,5,cgp,miniant,103
2099,13,48.6,3,5,4,cgp,miniant,103
999,5,77.1,0,2,3,cgp,miniant,103
199,14,53.39999999999999,1,6,5,cgp,miniant,103
799,5,77.1,0,2,3,cgp,miniant,103
1799,12,49.49999999999999,3,4,4,cgp,miniant,103
1299,9,59.0,2,3,4,cgp,miniant,103
1399,9,59.0,2,3,4,cgp,miniant,103
499,5,77.1,0,2,3,cgp,miniant,103
2499,13,48.6,3,5,4,cgp,miniant,103
