,eval/episode_reward,_runtime,training/alpha,eval/sps,_step,training/sps,eval/walltime,eval/episode_x_position,eval/epoch_eval_time,eval/episode_reward_healthy,eval/episode_reward_forward,training/alpha_loss,training/critic_loss,eval/avg_episode_length,training/buffer_current_size,eval/episode_x_velocity,_timestamp,training/walltime,eval/episode_reward_ctrl,training/actor_loss
0,33.80060958862305,17.53096318244934,,10797.910944568317,0.0,,11.854144811630249,-1.4405968189239502,11.854144811630249,48.734375,-14.777626037597656,,,48.734375,,-14.777626037597656,1694050105.011367,,-0.1561383306980133,
1,1010.0137939453125,101.10582256317139,0.5129105448722839,114818.97590638442,421760.0,5634.683974383114,12.968943119049072,241.81283569335938,1.1147983074188232,966.5859375,44.94530487060547,0.13713812828063965,289.20599365234375,966.5859375,215040.015625,44.94530487060547,1694050188.5862265,82.45651030540466,-1.5174715518951416,-972.9617919921875
2,986.1162109375,163.0508451461792,0.3007832467556,118288.44422989257,835328.0,6795.588941499188,14.05104374885559,120.26053619384766,1.0821006298065186,955.609375,32.62274169921875,0.0030817000661045313,275.1888427734375,955.609375,628608.0,32.62274169921875,1694050250.531249,143.31481170654297,-2.115844249725342,-1690.6512451171875
3,1086.9400634765625,230.3989977836609,0.19080756604671478,117889.88983977392,1248896.0,6241.797811267467,15.136802673339844,670.7039794921875,1.085758924484253,975.4921875,113.10029602050781,0.0013958812924101949,178.5888214111328,975.4921875,993630.5625,113.10029602050781,1694050317.8794017,209.57264518737793,-1.6523888111114502,-1838.0802001953125
4,1975.9302978515625,298.4479477405548,0.1856314241886139,113963.0955234,1662464.0,6179.941819811845,16.259973287582397,3711.4765625,1.1231706142425537,969.6328125,1008.7993774414062,-0.0007853236165829003,162.19186401367188,969.6328125,1048576.0,1008.7993774414062,1694050385.9283516,276.4936635494232,-2.501958131790161,-2155.1201171875
5,1642.19287109375,366.36178064346313,0.26771464943885803,115984.90148634635,2076032.0,6190.613012943051,17.36356520652771,2725.3818359375,1.1035919189453125,844.015625,800.1558227539062,-0.00039468496106565,257.5199279785156,844.015625,1048576.0,800.1558227539062,1694050453.8421845,343.299325466156,-1.9787681102752686,-2664.029296875
6,2503.15087890625,434.1756889820099,0.30635079741477966,123315.83726205173,2489600.0,6193.78201740427,18.40155029296875,5712.2421875,1.03798508644104,954.25,1551.5823974609375,-0.00022759931744076312,303.5996398925781,954.25,1048576.0,1551.5823974609375,1694050521.656093,410.0708067417145,-2.681640148162842,-3164.76953125
7,2156.65185546875,501.9912805557251,0.3390573263168335,121901.97179005113,2903168.0,6194.72491834191,19.451574325561523,4461.4755859375,1.0500240325927734,875.4296875,1283.50146484375,-0.0005681579350493848,340.1405029296875,875.4296875,1048576.0,1283.50146484375,1694050589.4716845,476.832124710083,-2.2794437408447266,-3576.668701171875
8,2935.244140625,569.8098049163818,0.35934752225875854,118558.02138488306,3316736.0,6197.228090033489,20.531214475631714,6955.06298828125,1.0796401500701904,995.9140625,1941.8720703125,-0.0004858615866396576,521.55419921875,995.9140625,1048576.0,1941.8720703125,1694050657.2902088,543.5664765834808,-2.5421953201293945,-3904.79150390625
9,3004.25830078125,637.7314038276672,0.3642536401748657,113493.57433861942,3730304.0,6192.150491464286,21.659031629562378,7409.0771484375,1.127817153930664,989.6328125,2017.155517578125,-0.00040958859608508646,535.818115234375,989.6328125,1048576.0,2017.155517578125,1694050725.2118077,610.3555510044098,-2.530261754989624,-4138.61376953125
10,2956.87158203125,705.646406173706,0.41929298639297485,116395.05525108027,4143872.0,6190.12852282307,22.758734703063965,7344.8935546875,1.099703073501587,992.125,1967.0848388671875,0.0010080143110826612,485.3504943847656,992.125,1048576.0,1967.0848388671875,1694050793.12681,677.1664416790009,-2.3384885787963867,-4430.8916015625
11,3034.85107421875,773.4630129337311,0.37566789984703064,116484.80874648916,4557440.0,6199.234915787566,23.857590436935425,7556.60888671875,1.09885573387146,971.5546875,2065.61181640625,3.859444404952228e-05,368.24774169921875,971.5546875,1048576.0,2065.61181640625,1694050860.9434168,743.8791902065277,-2.3153817653656006,-4754.26708984375
12,3160.8017578125,841.3806350231171,0.43106764554977417,113475.463009835,4971008.0,6192.516405064254,24.98558759689331,8081.4443359375,1.1279971599578857,944.1875,2219.0634765625,-0.0015825930749997497,454.0207824707031,944.1875,1048576.0,2219.0634765625,1694050928.861039,810.6643180847168,-2.4492859840393066,-4998.169921875
13,3716.4091796875,909.296094417572,0.46454575657844543,114799.62904602947,5384576.0,6191.506042243147,26.100573778152466,9957.9609375,1.1149861812591553,992.9921875,2726.019775390625,0.0007830686517991126,462.00048828125,992.9921875,1048576.0,2726.019775390625,1694050996.7764983,877.4603443145752,-2.6031248569488525,-5168.63330078125
14,3473.57275390625,977.1163680553436,0.5518453121185303,117526.5487791156,5798144.0,6197.951882255437,27.18968939781189,8590.2109375,1.0891156196594238,969.6171875,2506.41748046875,-0.0021383329294621944,628.2222290039062,969.6171875,1048576.0,2506.41748046875,1694051064.596772,944.1869029998779,-2.4625182151794434,-5246.0009765625
15,3599.6669921875,1044.931964635849,0.6576403975486755,122773.40504841226,6211712.0,6194.043637666738,28.23226046562195,8783.46875,1.0425710678100586,947.3125,2654.7783203125,-0.002495064400136471,762.2866821289062,947.3125,1048576.0,2654.7783203125,1694051132.4123685,1010.9555640220642,-2.4239213466644287,-5239.7314453125
16,3783.983642578125,1112.8469367027283,0.8464818000793457,117456.86786885074,6625280.0,6189.228978704845,29.322022199630737,10122.44921875,1.089761734008789,992.328125,2794.052490234375,-0.000320451712468639,1224.0643310546875,992.328125,1048576.0,2794.052490234375,1694051200.3273406,1077.776165008545,-2.39738130569458,-5125.341796875
17,3689.29296875,1180.7807247638702,0.8153101801872253,117143.45450304504,7038848.0,6187.766077367915,30.41469955444336,9496.25390625,1.092677354812622,991.4375,2700.412841796875,-0.0007765667396597564,1056.78857421875,991.4375,1048576.0,2700.412841796875,1694051268.2611287,1144.612563610077,-2.5576558113098145,-5015.6171875
18,3952.80810546875,1248.7830140590668,0.9040037393569946,116899.68292318606,7452416.0,6181.655871164283,31.509655475616455,10467.609375,1.0949559211730957,980.7265625,2974.658447265625,0.0007464130176231265,1115.28759765625,980.7265625,1048576.0,2974.658447265625,1694051336.263418,1211.5150260925293,-2.577198028564453,-5024.10595703125
19,4014.10791015625,1316.6974806785583,0.9165970683097839,113335.58904978297,7865984.0,6192.917803636503,32.639044761657715,10675.4453125,1.1293892860412598,973.0,3043.58251953125,-0.0008385147666558623,1093.50146484375,973.0,1048576.0,3043.58251953125,1694051404.1778846,1278.2958252429962,-2.474705219268799,-5027.36767578125
