eval/episode_x_velocity,eval/avg_episode_length,eval/episode_reward_forward,eval/epoch_eval_time,eval/episode_x_position,eval/episode_reward_ctrl,_step,eval/episode_forward_reward,_runtime,eval/episode_reward_contact,eval/sps,eval/episode_y_position,eval/episode_distance_from_origin,eval/episode_reward,eval/episode_reward_survive,eval/walltime,eval/episode_y_velocity,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
-7.920183181762695,994.59375,-7.920183181762695,13.838794708251951,-186.60548400878903,-1648.605224609375,0,-7.920183181762695,20.56088662147522,-0.9738244414329528,9249.36041747008,704.850830078125,2156.43310546875,-662.9055786132812,994.59375,13.838794708251951,22.66537857055664,1694680373.6130347,,,,,,,,5,sac,miniant
3340.00146484375,983.640625,3340.00146484375,2.5061283111572266,82731.75,-1334.70361328125,421760,3340.00146484375,109.32356643676758,-0.812928318977356,51074.79909553988,11932.171875,83656.953125,2988.125732421875,983.640625,16.34492301940918,466.17327880859375,1694680462.3757143,-1062.6993408203125,0.3947511613368988,215040.015625,276.3846130371094,86.25169706344604,5299.638137355544,0.2114117294549942,5,sac,miniant
3972.04931640625,982.8203125,3972.04931640625,2.4939634799957275,97540.5625,-1367.8695068359375,835328,3972.04931640625,182.15876531600952,-0.8321078419685364,51323.92716521225,1054.7664794921875,97611.75,3586.16796875,982.8203125,18.838886499404907,47.56184768676758,1694680535.2109134,-2707.7236328125,0.6009932160377502,628608.0,505.0268859863281,156.58682084083557,5879.964060473421,-0.0010456966701894,5,sac,miniant
4420.87353515625,996.3046875,4420.87353515625,2.383105516433716,108799.34375,-1360.219482421875,1248896,4420.87353515625,252.9083595275879,-0.8918355703353882,53711.42784795791,-2714.20361328125,108893.28125,4056.0673828125,996.3046875,21.221992015838623,-122.45462036132812,1694680605.9605076,-3616.75048828125,0.6872500777244568,993630.5625,612.7666015625,224.947140455246,6049.825429909482,-0.0009980032918974,5,sac,miniant
4894.07177734375,985.3828125,4894.07177734375,2.385111093521118,120024.234375,-1465.25244140625,1662464,4894.07177734375,322.3356816768646,-0.8447469472885132,53666.26332320426,-5648.6240234375,120227.828125,4413.357421875,985.3828125,23.60710310935974,-243.4771423339844,1694680675.3878298,-4379.09033203125,0.7802190780639648,1048576.0,597.2571411132812,291.9837975502014,6169.281374132263,0.0001294973044423,5,sac,miniant
5003.2080078125,986.0859375,5003.2080078125,2.439868450164795,123010.0234375,-1452.1763916015625,2076032,5003.2080078125,391.5648322105408,-0.8264673948287964,52461.84481436061,-3982.368408203125,123138.125,4536.291015625,986.0859375,26.046971559524536,-173.0938720703125,1694680744.6169803,-4962.49560546875,0.8514901399612427,1048576.0,630.1140747070312,358.7674481868744,6192.653382336918,-0.000936908472795,5,sac,miniant
5404.5458984375,983.4921875,5404.5458984375,2.4226577281951904,133685.75,-1479.016845703125,2489600,5404.5458984375,460.8955807685852,-0.8453192710876465,52834.53725646845,-11625.013671875,134253.625,4908.17578125,983.4921875,28.469629287719727,-490.9983825683594,1694680813.9477289,-5385.54052734375,0.9143397212028505,1048576.0,610.3460693359375,425.6702947616577,6181.620381992534,-0.0005199219449423,5,sac,miniant
5578.7919921875,981.5625,5578.7919921875,2.430421829223633,136615.28125,-1354.26904296875,2903168,5578.7919921875,530.2405905723572,-0.835946261882782,52665.75475125977,-9985.6953125,137025.453125,5205.2490234375,981.5625,30.90005111694336,-419.915283203125,1694680883.292739,-5762.46142578125,0.9874160885810852,1048576.0,645.0857543945312,492.5794711112976,6181.035585296453,-0.0008294588187709,5,sac,miniant
5962.822265625,991.5546875,5962.822265625,2.4034268856048584,145929.59375,-1381.170654296875,3316736,5962.822265625,599.459086894989,-0.8168823719024658,53257.2889013792,-9443.63671875,146281.5625,5572.3896484375,991.5546875,33.30347800254822,-402.67962646484375,1694680952.511235,-6150.6142578125,1.0108627080917358,1048576.0,607.716552734375,559.388808965683,6190.272397271684,0.0001954204490175,5,sac,miniant
6128.482421875,978.3203125,6128.482421875,2.44272780418396,149847.15625,-1340.4197998046875,3730304,6128.482421875,668.8000166416168,-0.7719941139221191,52400.43519411319,-15037.236328125,150651.90625,5765.611328125,978.3203125,35.74620580673218,-647.7562255859375,1694681021.8521647,-6574.982421875,1.0434376001358032,1048576.0,591.5156860351562,626.28076171875,6182.627102047604,-0.0011991130886599,5,sac,miniant
6266.20458984375,974.0,6266.20458984375,2.4239959716796875,151867.40625,-1342.591552734375,4143872,6266.20458984375,737.8204879760742,-0.7715016603469849,52805.36828256504,-12431.9501953125,152438.71875,5896.84130859375,974.0,38.170201778411865,-527.944091796875,1694681090.872636,-6922.44091796875,1.1803820133209229,1048576.0,797.0612182617188,692.8713889122009,6210.603765580297,-0.0020520794205367,5,sac,miniant
6801.8681640625,994.6796875,6801.8681640625,2.537142515182495,165616.6875,-1364.66845703125,4557440,6801.8681640625,810.3440101146698,-0.8121668696403503,50450.45725024754,-5387.0537109375,165763.390625,6431.0673828125,994.6796875,40.70734429359436,-231.4306182861328,1694681163.3961582,-7073.93896484375,1.3756123781204224,1048576.0,994.9541625976562,762.8520848751068,5909.7440273988805,-0.0025619862135499,5,sac,miniant
7012.6982421875,996.96875,7012.6982421875,2.55602765083313,171527.140625,-1400.12646484375,4971008,7012.6982421875,882.4667341709137,-0.8386281728744507,50077.705520235184,-8369.2333984375,171766.25,6608.7021484375,996.96875,43.26337194442749,-354.7910461425781,1694681235.5188825,-7176.92822265625,1.5660310983657837,1048576.0,1024.272705078125,832.4127135276794,5945.432179251942,-0.0013284210581332,5,sac,miniant
7277.353515625,1000.0,7277.353515625,2.555917978286743,177880.0625,-1367.1580810546875,5384576,7277.353515625,954.4883556365968,-0.8138779401779175,50079.854317469006,-8678.56640625,178138.59375,6909.380859375,1000.0,45.81928992271423,-371.8596801757813,1694681307.5405035,-7360.56591796875,1.7294856309890747,1048576.0,971.6215209960938,901.8716156482697,5954.139604481353,-0.0005092001520097,5,sac,miniant
7215.115234375,997.078125,7215.115234375,2.562997579574585,176023.96875,-1445.5755615234375,5798144,7215.115234375,1026.907966375351,-0.8395768404006958,49941.5219975533,-2760.360595703125,176089.59375,6765.77783203125,997.078125,48.38228750228882,-121.38983154296876,1694681379.9601145,-7579.3505859375,1.7835924625396729,1048576.0,1060.521484375,971.721292257309,5920.829130173522,-0.0008121391874738,5,sac,miniant
7215.1806640625,996.0,7215.1806640625,2.468182325363159,175946.0625,-1468.435302734375,6211712,7215.1806640625,1099.027815580368,-0.8347752094268799,51860.026175807965,-6568.859375,176120.375,6741.9091796875,996.0,50.85046982765198,-285.2064208984375,1694681452.0799637,-7572.4013671875,1.961069703102112,1048576.0,1349.57958984375,1041.367220878601,5938.150415781292,-0.0018044156022369,5,sac,miniant
7462.349609375,999.28125,7462.349609375,2.506265878677368,182607.59375,-1419.74267578125,6625280,7462.349609375,1170.9502389431,-0.8042940497398376,51071.995628631965,-8441.4013671875,182844.46875,7041.08349609375,999.28125,53.35673570632935,-367.97113037109375,1694681524.002387,-7385.44384765625,2.0816197395324707,1048576.0,1419.064697265625,1110.7777032852173,5958.293123180752,0.0001391010446241,5,sac,miniant
7519.52001953125,992.8984375,7519.52001953125,3.0692214965820312,183444.46875,-1402.25244140625,7038848,7519.52001953125,1261.6064522266388,-0.7989146709442139,41704.3866474102,-33.85968017578125,183482.03125,7109.36767578125,992.8984375,56.42595720291138,-8.635223388671875,1694681614.6586003,-7402.3388671875,2.09407639503479,1048576.0,1244.48583984375,1198.358595609665,4722.12590010978,-0.0004422997590154,5,sac,miniant
7370.55908203125,988.3671875,7370.55908203125,2.4095206260681152,179808.09375,-1447.385986328125,7452416,7370.55908203125,1349.1638956069946,-0.7970315217971802,53122.59982968975,-3427.186279296875,179885.8125,6910.7431640625,988.3671875,58.83547782897949,-151.30560302734375,1694681702.2160437,-7475.71044921875,2.137913703918457,1048576.0,1261.807861328125,1283.500964641571,4857.370128437701,-0.0001703473099041,5,sac,miniant
7586.109375,1000.0,7586.109375,2.3649089336395264,185575.0,-1406.066162109375,7865984,7586.109375,1418.0834348201752,-0.8136919140815735,54124.70568285761,3484.9443359375,185644.546875,7179.2294921875,1000.0,61.20038676261902,141.60897827148438,1694681771.135583,-7619.5634765625,2.149178028106689,1048576.0,1197.5032958984375,1350.0501773357391,6214.468710555342,-0.0008348567644134,5,sac,miniant
